species,Vcmax25,Jmax25,TPU25,Rd25,alpha,theta,Vcmax_dHa,Vcmax_Topt,Vcmax_dHd,Jmax_dHa,Jmax_Topt,Jmax_dHd,TPU_dHa,TPU_Topt,TPU_dHd,Rd_dHa,Gamma25,Gamma_dHa,Kc25,Kc_dHa,Ko25,Ko_dHa,O
Iceberg,76.37765502929688,195.1577911376953,11.385958671569824,4.976845741271973,0.3708003759384155,0.10041569173336029,89.18273162841797,311.8274841308594,200.0,70.39946746826172,307.76422119140625,200.0,59.218910217285156,307.0374755859375,201.8000030517578,46.38999938964844,42.75,37.83000183105469,404.8999938964844,79.43000030517578,278.3999938964844,36.380001068115234,213.5
